BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,ExterCond,ExterQual,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,HeatingQC,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotFrontage,LotShape,MasVnrType,MiscVal,OverallCond,OverallQual,PavedDrive,PoolQC,SalePrice,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,Remodelled_ago,Sold_ago,Garage_ago,FlrsSF,3SsnPorch1,EnclosedPorch1,MasVnrArea1,OpenPorchSF1,LowQualFinSF1,PoolArea1,ScreenPorch1,WoodDeckSF1,LotArea1,BsmtFinSFtot1,Alley_Grvl,BldgType_1Fam,BldgType_TwnhsE,BsmtFinType1_absent,BsmtFinType1_GLQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType2_absent,Condition1_Feedr,Condition1_PosN,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_VinylSd,Exterior2nd_AsbShng,Exterior2nd_CmentBd,Exterior2nd_ImStucc,Exterior2nd_VinylSd,Fence_absent,Foundation_PConc,Foundation_Slab,Heating_GasA,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_2.5Fin,LotConfig_CulDSac,MSSubClass_60,MSSubClass_120,MSSubClass_20,MSSubClass_30,MSZoning_FV,MSZoning_RL,Neighborhood_Sawyer,Neighborhood_SWISU,Neighborhood_OldTown,Neighborhood_NridgHt,Neighborhood_NoRidge,Neighborhood_NWAmes,Neighborhood_NPkVill,Neighborhood_NAmes,Neighborhood_Mitchel,Neighborhood_MeadowV,Neighborhood_IDOTRR,Neighborhood_Gilbert,Neighborhood_Edwards,Neighborhood_CollgCr,Neighborhood_BrDale,Neighborhood_Blmngtn,RoofMatl_WdShngl,RoofStyle_Hip,SaleCondition_Partial,SaleCondition_Normal,SaleType_New
3,2,4,0,1,3,0.0,1,3,3,0,0,2,5,538.0,2,3,3,3,4,2126.0,1,3,829,1,3,0,0,68.0,1,0,0,5,5,2,0,185000.0,1,7,1013.0,1,0,8,0,2126.0,0,0,0,0,0,0,1,3,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,4,600.0,1,3,4,0,0,2,7,480.0,2,3,2,3,2,1223.0,1,5,830,1,4,3,2,24.0,3,0,0,5,7,2,0,147400.0,1,4,600.0,1,0,11,0,1143.0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,352.0,1,3,3,2,2,1,7,458.0,2,3,2,3,4,1392.0,1,3,831,1,3,3,2,80.0,2,1,0,5,6,2,0,166000.0,1,6,1392.0,1,0,9,0,1392.0,0,0,2,0,0,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,4,600.0,1,3,3,0,0,2,7,480.0,2,3,2,3,2,1200.0,1,5,832,1,4,3,2,30.0,3,0,0,5,7,2,0,151000.0,1,4,600.0,1,0,11,0,1120.0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,458.0,1,3,4,1,1,2,7,613.0,2,3,2,3,4,1829.0,1,5,833,1,4,3,2,44.0,2,1,0,6,7,2,0,237000.0,1,7,941.0,1,0,7,0,1829.0,0,0,2,2,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,1,0,0,3,975.0,1,3,3,0,0,1,7,472.0,2,3,2,3,4,1516.0,1,3,834,1,3,3,2,100.0,3,1,0,6,6,2,0,167000.0,1,6,1516.0,1,0,8,0,1516.0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,572.0,1,3,3,0,0,1,7,456.0,2,3,1,3,4,1144.0,0,4,835,1,3,3,2,75.0,3,1,0,6,5,2,0,139950.0,1,6,1144.0,1,0,9,0,1144.0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,4,625.0,1,3,3,0,0,2,5,436.0,2,3,1,3,4,1067.0,0,3,836,1,4,3,2,60.0,3,0,0,7,4,2,0,128000.0,1,4,1067.0,1,45,7,46,1067.0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,1,0,3,1221.0,1,3,3,0,0,1,5,812.0,2,3,1,3,2,1559.0,0,4,837,1,3,3,2,90.0,3,0,0,6,5,2,0,153500.0,1,5,1559.0,1,25,10,0,1559.0,0,1,0,3,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,1,0,3,153.0,1,3,3,0,0,1,7,264.0,1,3,1,3,2,987.0,1,3,838,1,3,3,2,21.0,3,1,0,5,6,2,0,100000.0,1,5,483.0,1,0,9,0,987.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,1,1,0,0,4,1099.0,1,3,3,0,0,1,7,352.0,1,3,1,3,4,1099.0,1,5,839,1,4,3,2,75.0,3,0,0,6,5,2,0,144000.0,1,6,1099.0,1,11,9,4,1099.0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,1,0,0,3,416.0,1,3,3,0,0,1,7,240.0,1,3,1,3,2,1200.0,0,5,840,1,3,3,2,70.0,3,0,0,6,5,2,0,130500.0,1,6,768.0,1,49,9,0,1200.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,1,1,0,0,3,516.0,0,3,3,0,0,2,7,400.0,1,3,1,3,2,1482.0,0,3,841,1,2,3,2,68.0,2,0,0,8,6,1,0,140000.0,1,7,672.0,1,25,9,9,1482.0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,650.0,1,3,3,0,1,2,7,686.0,2,3,1,4,2,1539.0,0,4,842,1,4,3,2,60.0,3,0,0,8,5,1,0,157500.0,1,8,650.0,1,98,9,79,1539.0,0,1,0,3,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,4,1,0,3,276.0,1,3,3,0,0,1,7,490.0,2,4,2,4,4,1165.0,1,3,843,1,3,3,2,82.0,3,1,0,7,6,2,0,174900.0,1,6,1127.0,1,0,9,0,1165.0,0,0,1,3,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1,1,0,0,3,1800.0,0,3,3,0,0,2,7,0.0,0,0,0,0,0,1800.0,0,5,844,2,3,3,2,80.0,3,0,0,4,5,2,0,141000.0,1,10,1800.0,1,0,10,-1961,1800.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,2,0,0,3,876.0,1,3,3,2,1,1,7,720.0,3,3,1,3,2,1416.0,1,4,845,1,3,3,2,100.0,2,0,0,8,5,2,0,153900.0,1,7,876.0,1,35,9,34,1416.0,0,1,0,0,0,0,0,3,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,4,1,0,4,0.0,1,3,3,1,2,2,5,611.0,2,3,3,3,3,1701.0,0,3,846,1,3,3,2,68.0,2,0,0,5,5,2,0,171000.0,1,6,1390.0,1,6,10,0,1701.0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,227.0,1,3,4,1,1,2,7,425.0,2,3,1,3,4,1775.0,1,5,847,1,4,3,2,75.0,3,1,0,5,7,2,0,213000.0,1,7,740.0,1,0,8,0,1775.0,0,1,1,3,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,1,0,3,404.0,1,3,3,0,1,1,7,338.0,1,3,1,3,4,864.0,0,5,848,1,3,3,2,36.0,2,0,0,6,5,2,0,133500.0,1,5,864.0,1,0,8,0,864.0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5,1,1,0,0,3,907.0,1,3,3,2,1,3,7,360.0,2,3,1,2,2,2358.0,0,3,849,1,3,1,2,75.0,1,0,0,8,6,2,0,240000.0,1,10,907.0,1,89,9,0,2358.0,0,0,0,2,0,0,1,3,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,528.0,1,4,4,1,1,2,7,512.0,2,3,2,3,4,1855.0,1,5,850,1,3,3,2,80.0,3,1,0,7,6,2,0,187000.0,1,7,528.0,1,18,10,0,1855.0,0,0,2,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,3,1,0,4,189.0,1,3,4,0,0,1,7,420.0,2,3,3,3,4,848.0,0,5,851,1,4,3,2,36.0,3,1,0,5,6,2,0,131500.0,1,3,848.0,1,0,10,0,848.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,4,0,0,4,1273.0,1,3,4,1,1,2,7,400.0,2,3,3,3,4,1456.0,0,5,852,1,4,3,2,68.0,3,1,0,5,8,2,0,215000.0,1,7,1273.0,1,0,11,0,1456.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,1,1,0,0,3,554.0,1,4,3,2,2,2,7,240.0,1,3,1,3,2,1646.0,0,4,853,1,3,3,2,53.0,3,0,0,5,7,2,0,164000.0,1,7,918.0,1,9,10,0,1646.0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,4,0,0,3,563.0,1,4,3,0,1,1,7,645.0,2,3,2,3,4,1445.0,1,3,854,1,3,3,2,68.0,2,1,0,6,6,2,0,158000.0,1,7,1127.0,1,0,8,0,1445.0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,2,1,0,3,372.0,1,3,3,2,1,1,7,454.0,2,3,1,3,4,1779.0,1,3,855,1,3,3,2,102.0,3,0,0,4,5,2,0,170000.0,1,6,1763.0,1,19,11,0,1779.0,0,0,0,4,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1,1,0,3,381.0,1,4,3,0,0,1,7,260.0,1,3,1,3,2,1040.0,1,5,856,1,3,3,2,68.0,2,0,0,8,5,2,0,127000.0,1,6,1040.0,1,48,7,0,1040.0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2,4,1,0,4,0.0,1,3,3,0,0,1,7,576.0,2,2,1,3,2,1026.0,0,3,857,1,3,0,1,68.0,2,0,0,6,6,2,0,147000.0,1,5,940.0,1,0,9,3,1026.0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,1,0,0,4,702.0,1,3,3,1,1,2,7,343.0,2,3,3,3,4,1481.0,1,4,858,1,3,3,2,65.0,3,0,0,5,6,2,0,174000.0,1,6,702.0,1,1,8,0,1481.0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,1090.0,1,3,3,1,1,2,7,479.0,2,3,2,3,4,1370.0,0,3,859,1,3,3,2,80.0,3,1,0,5,7,2,0,152000.0,1,6,1090.0,1,0,8,0,1370.0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,1,0,3,435.0,1,3,3,2,1,2,7,619.0,2,3,1,3,4,2654.0,1,3,860,1,4,3,2,68.0,2,1,0,7,6,2,0,250000.0,1,9,1054.0,1,16,11,0,2654.0,0,0,2,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,912.0,1,3,4,2,1,1,7,216.0,1,3,1,3,2,1426.0,1,4,861,1,4,3,2,55.0,3,0,0,8,7,2,0,189950.0,1,7,912.0,1,80,10,7,1426.0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,2,1,0,3,198.0,1,3,3,0,0,1,7,504.0,2,3,1,3,4,1039.0,1,5,862,1,3,3,2,75.0,3,0,0,4,5,2,0,131500.0,1,6,1039.0,1,0,7,0,1039.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,0,0,4,702.0,1,3,3,0,0,2,7,480.0,2,3,1,3,4,1097.0,0,3,863,1,3,3,2,81.0,3,0,0,5,6,2,0,152000.0,1,6,1040.0,1,1,7,2,1097.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,1,0,3,0.0,1,3,3,0,0,1,7,672.0,1,3,1,3,4,1148.0,0,3,864,1,3,3,2,70.0,3,0,0,5,5,2,0,132500.0,1,6,1148.0,1,0,8,0,1148.0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,0,0,5,1372.0,1,3,4,0,0,2,7,529.0,2,3,3,3,4,1372.0,0,5,865,1,4,3,2,72.0,3,0,0,5,7,2,0,250580.0,1,6,1372.0,1,1,9,1,1372.0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,1,1,0,3,174.0,1,3,3,0,0,1,7,902.0,2,3,1,3,2,1002.0,0,3,866,1,3,3,2,68.0,2,1,0,6,5,2,0,148500.0,1,5,1002.0,1,0,8,3,1002.0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,0,0,4,1638.0,1,3,4,2,1,2,7,870.0,3,3,2,3,4,1646.0,0,5,867,1,4,2,2,67.0,2,2,0,5,8,2,0,248900.0,1,6,1638.0,1,1,10,1,1646.0,0,0,2,3,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,1,1,0,3,108.0,1,3,3,0,0,1,7,544.0,2,3,2,3,4,1120.0,1,3,868,1,2,3,2,85.0,3,0,400,5,4,2,0,129000.0,1,5,1040.0,1,0,10,0,1120.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0.0,1,3,3,1,1,2,7,672.0,2,3,1,3,4,2320.0,0,4,869,1,3,3,2,68.0,1,0,0,6,5,1,0,169000.0,1,7,0.0,1,2,11,31,2267.0,0,0,0,3,1,0,0,1,3,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,300.0,1,3,4,1,1,2,7,574.0,2,3,3,3,4,1949.0,1,5,870,1,4,3,2,80.0,3,1,0,5,7,2,0,236000.0,1,8,1050.0,1,1,7,0,1949.0,0,0,2,3,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,3,894.0,0,3,3,0,0,1,7,308.0,1,3,1,3,2,894.0,0,4,871,1,3,3,2,60.0,3,0,0,5,5,2,0,109500.0,1,5,894.0,1,0,8,0,894.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,0,0,4,299.0,1,3,3,0,0,2,7,523.0,2,3,2,3,4,1682.0,1,5,872,1,4,3,2,70.0,3,1,0,5,6,2,0,200500.0,1,7,804.0,1,0,7,0,1682.0,0,0,1,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,3,0,0,3,105.0,1,3,4,0,0,1,7,414.0,2,3,1,3,4,910.0,0,4,873,1,4,3,2,74.0,3,0,0,7,5,2,0,116000.0,1,5,105.0,1,43,9,0,910.0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,457.0,1,3,4,2,1,1,7,288.0,1,3,1,3,4,1268.0,0,4,874,1,3,3,2,60.0,3,0,0,7,5,2,0,133000.0,1,6,832.0,1,1,8,0,1036.0,0,0,0,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,676.0,1,3,3,0,0,1,7,200.0,1,3,1,3,2,1131.0,1,5,875,1,3,3,2,52.0,3,0,0,6,5,2,0,66500.0,1,5,676.0,1,9,8,0,1131.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,4,1120.0,1,3,4,2,1,2,7,550.0,2,3,3,3,5,2610.0,1,5,876,1,5,3,2,75.0,3,0,0,5,8,2,0,303477.0,1,11,1184.0,1,0,10,0,2610.0,0,0,0,4,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,4,1,0,3,431.0,1,3,3,0,0,1,7,648.0,2,3,1,3,4,1040.0,0,4,877,1,3,2,1,94.0,3,0,0,5,4,2,0,132250.0,1,5,1064.0,1,0,10,0,1040.0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1,1,0,5,292.0,1,3,4,2,1,2,7,738.0,3,3,3,3,4,2224.0,1,5,878,1,5,3,2,74.0,3,2,0,5,9,2,0,350000.0,1,10,1462.0,1,1,8,0,2224.0,0,0,2,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,3,1,0,3,210.0,1,3,3,0,0,1,5,576.0,2,3,1,3,2,1155.0,0,3,879,1,4,3,2,88.0,2,0,400,7,5,2,0,148000.0,1,6,1109.0,1,34,7,26,1155.0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,218.0,1,4,4,0,0,1,7,336.0,1,3,1,3,4,864.0,0,5,880,1,3,3,2,68.0,2,1,0,8,5,2,0,136500.0,1,6,864.0,1,27,8,0,864.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,2,1,1,0,5,110.0,1,3,3,0,0,1,7,450.0,2,3,3,3,4,1090.0,1,4,881,1,3,3,2,60.0,3,0,0,5,5,2,0,157000.0,1,5,1090.0,1,1,10,0,1090.0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1,2,0,0,4,254.0,1,4,4,1,1,2,7,400.0,2,3,2,3,4,1717.0,1,5,882,1,4,3,2,44.0,2,1,0,5,7,2,0,187500.0,1,7,1156.0,1,1,10,0,1717.0,0,0,1,2,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,808.0,1,3,3,1,1,2,7,389.0,2,3,2,3,5,1593.0,1,4,883,1,3,3,2,68.0,2,0,0,5,6,2,0,178000.0,1,7,808.0,1,1,8,1,1593.0,0,0,0,2,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
